Last: mdl.locTime.Y,Mean: mdl.climate.microclim.RsDif,Mean: mdl.climate.microclim.RsDir,Mean: mdl.climate.microclim.RsUp,Mean: mdl.climate.microclim.RthDw,Mean: mdl.climate.microclim.RthUp,Mean: mdl.climate.microclim.TaC,Sum: mdl.climate.microclim.Rain,Mean: mdl.climate.microclim.d,Sum: mdl.forest.ETR,Sum: mdl.forest.NEE,Mean: mdl.forest.Rnet,Mean: mdl.forest.H,Last: mdl.forest.treeStand.Age,Mean: mdl.forest.treeStand.LeafFall,Mean: mdl.forest.treeStand.SoilRootsWaterPotential,Sum: mdl.forest.treeStand.Rm,Sum: mdl.forest.treeStand.Rg,Mean: mdl.forest.treeStand.BranchSenescence,Mean: mdl.forest.treeStand.RootSenescence,Last: mdl.forest.treeStand.IStress,Last: mdl.forest.treeStand.treesCount,Last: mdl.forest.treeStand.DBHmean,Last: mdl.forest.treeStand.HEIGHTmean,Last: mdl.forest.treeStand.W,Last: mdl.forest.treeStand.Wa,Last: mdl.forest.treeStand.Wr,Last: mdl.forest.treeStand.Wstem,Last: mdl.forest.treeStand.WProducted,Mean: mdl.forest.treeStand.canopy.LAI,Mean: mdl.forest.treeStand.canopy.Rnet,Mean: mdl.forest.treeStand.canopy.H,Sum: mdl.forest.treeStand.canopy.Transpiration,Sum: mdl.forest.treeStand.canopy.Evaporation,Sum: mdl.forest.treeStand.canopy.Assimilation,Sum: mdl.forest.underStorey.Rm,Sum: mdl.forest.underStorey.Rg,Mean: mdl.forest.underStorey.foliage.LitterFall,Mean: mdl.forest.underStorey.roots.LitterFall,Mean: mdl.forest.underStorey.perennial.LitterFall,Max: mdl.forest.underStorey.canopy.LAI,Mean: mdl.forest.underStorey.canopy.Rnet,Mean: mdl.forest.underStorey.canopy.H,Sum: mdl.forest.underStorey.canopy.Transpiration,Sum: mdl.forest.underStorey.canopy.Evaporation,Sum: mdl.forest.underStorey.canopy.Assimilation,Mean: mdl.forest.soil.surface.Rnet,Mean: mdl.forest.soil.surface.H,Sum: mdl.forest.soil.surface.ETR,Mean: mdl.forest.soil.waterCycle.MoistureDeficit,Mean: mdl.forest.soil.waterCycle.RootLayerWaterPotential,Mean: mdl.forest.soil.carbonCycle.Ra,Mean: mdl.forest.soil.carbonCycle.Rh,Last: mdl.forest.soil.carbonCycle.HUM,Last: mdl.forest.soil.carbonCycle.BIO,Last: mdl.forest.soil.carbonCycle.DPM,Last: mdl.forest.soil.carbonCycle.RPM,Last: mdl.forest.soil.carbonCycle.HUM_age,Last: mdl.forest.soil.carbonCycle.BIO_age,Last: mdl.forest.soil.carbonCycle.DPM_age,Last: mdl.forest.soil.carbonCycle.RPM_age,Mean: mdl.manager.harvest_Wstem,Mean: mdl.manager.harvest_Wcrown,Mean: mdl.manager.harvest_Wstub,Mean: mdl.manager.harvest_Wtaproot,Mean: mdl.manager.harvest_Wneedles
1994, 118.644, 21.9645, 6.23252, 322.65, 354.957, 8.05, 3.5, 323.299, 3.60034, -5.63455, 108.301, -0.163878, 24, 0, 0, 1.75971, 1.49683, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 68.1946, 5.59854, 1.39423, 0.787954, 10.2474, 0.0283663, 0.27272, 0, 0, 0.000102667, 0.281827, 5.35481, -2.32248, 0.188777, 0.0788107, 0.457542, 29.5729, -3.43993, 1.15057, 0, 0, 0.036022, 0.0630301, 7586.66, 201.517, 27.1938, 2350.75, 216.459, 36.4153, 2.61268, 8.0102, 1.86458, 0, 0, 0, 0, 
1994, 122.251, 44.3489, 7.12518, 316.353, 358.745, 8.45, 0, 454.503, 3.2, -6.88561, 124.208, 24.8538, 24, 0, 0, 1.83028, 1.53062, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 77.9687, 22.27, 1.94527, 3.76678E-07, 11.4852, 0.0284879, 0.286076, 0, 0, 0.000103008, 0.296431, 6.57963, -0.775992, 0.256939, 0, 0.514669, 31.9576, 3.35975, 0.997793, 0, 0, 0.0365188, 0.0599503, 7586.54, 201.402, 26.9051, 2350.51, 216.458, 36.423, 2.61815, 8.01212, 1.86458, 0, 0, 0, 0, 
1994, 103.448, 94.247, 7.90806, 308.904, 366.948, 10, 1, 425.793, 3.74844, -7.22796, 139.651, 24.3441, 24, 0, 0, 2.05623, 1.56373, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 88.6952, 25.5247, 1.69788, 0.51243, 11.9677, 0.0297692, 0.300035, 0, 0, 0.00010337, 0.311752, 7.63583, -1.62989, 0.226654, 0.097638, 0.617702, 35.1595, 0.449347, 1.21384, 0, 0, 0.037296, 0.0586535, 7586.4, 201.283, 26.6062, 2350.24, 216.458, 36.4309, 2.62361, 8.01404, 1.86458, 0, 0, 0, 0, 
1994, 121.386, 22.4509, 6.26932, 329.492, 363.558, 9.6, 2.5, 385.487, 3.11814, -5.70077, 109.771, 11.7695, 24, 0, 0, 1.93634, 1.59612, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 68.727, 10.2159, 1.75009, 0.253229, 10.4494, 0.0302258, 0.31462, 0, 0, 0.000103754, 0.327821, 6.64348, -1.88622, 0.243723, 0.0524986, 0.575884, 26.8827, 3.43981, 0.818597, 0, 0, 0.0382376, 0.0603016, 7586.27, 201.162, 26.309, 2349.97, 216.457, 36.4388, 2.62905, 8.01596, 1.86458, 0, 0, 0, 0, 
1994, 94.3861, 0.443613, 4.27788, 333.738, 352.741, 8.05, 0.5, 368.339, 3.36293, -2.80771, 75.8263, -22.5147, 24, 0, 0, 1.71743, 1.62778, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 46.9121, -10.9005, 1.27254, 0.7417, 7.46596, 0.0297268, 0.329852, 0, 0, 0.000104162, 0.344673, 4.26151, -2.75649, 0.184998, 0.0595513, 0.497446, 22.8352, -8.85771, 1.10413, 0, 0, 0.0389015, 0.0604544, 7586.14, 201.046, 26.0366, 2349.73, 216.456, 36.4467, 2.63447, 8.01788, 1.86458, 0, 0, 0, 0, 
1994, 112.716, 41.5614, 6.43976, 309.653, 350.824, 6.9, 2.5, 362.287, 3.27876, -5.96355, 113.106, 12.7706, 24, 0, 0, 1.66268, 1.6587, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 71.5919, 13.463, 1.2752, 0.719804, 10.4653, 0.0290458, 0.345754, 0, 0, 0.000104595, 0.362341, 7.32697, -0.938276, 0.19655, 0.0894676, 0.582509, 28.8462, 0.245881, 0.997742, 0, 0, 0.0392936, 0.0578387, 7586.02, 200.937, 25.7963, 2349.53, 216.456, 36.4543, 2.63987, 8.01979, 1.86458, 0, 0, 0, 0, 
1994, 88.1674, 156.685, 9.14921, 286.687, 355.675, 7.05, 3.5, 363.657, 3.73616, -7.87734, 175.864, 55.5969, 24, 0, 0, 1.77423, 1.68885, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 109.585, 43.7405, 1.47338, 0.763576, 12.3006, 0.0290381, 0.362349, 0, 0, 0.000105053, 0.380862, 12.1222, 1.46912, 0.247449, 0.121267, 0.735751, 42.7954, 10.3873, 1.13048, 0, 0, 0.0397521, 0.0543553, 7585.9, 200.831, 25.5754, 2349.35, 216.456, 36.4618, 2.64523, 8.02171, 1.86458, 0, 0, 0, 0, 
1994, 35.0834, 0, 1.55375, 335.026, 350.019, 7.5, 10, 136.03, 1.03255, 1.6613, 20.0906, -13.3159, 24, 0, 0, 1.63498, 1.71823, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 10.4595, -6.46486, 0.318281, 0.219408, 3.0023, 0.0293104, 0.379658, 0, 0, 0.000105538, 0.400273, 1.06655, -1.69271, 0.0426959, 0.0478281, 0.35459, 6.45819, -5.15837, 0.40434, 0, 0, 0.0404996, 0.0523337, 7585.79, 200.727, 25.3651, 2349.18, 216.456, 36.4692, 2.65057, 8.02362, 1.86458, 0, 0, 0, 0, 
1994, 102.094, 1.14234, 4.52663, 333.93, 356.432, 8.4, 0, 241.262, 2.65408, -3.46969, 80.7338, 0.717401, 24, 0, 0, 1.75738, 1.74682, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 48.8413, 5.00742, 0.829494, 0.697898, 7.99023, 0.0302782, 0.397705, 0, 0, 0.000106051, 0.420613, 5.73692, -1.18957, 0.146108, 0.0952154, 0.645618, 22.3056, -3.10044, 0.885362, 0, 0, 0.0412863, 0.0514155, 7585.67, 200.621, 25.1509, 2349, 216.456, 36.4768, 2.65587, 8.02554, 1.86458, 0, 0, 0, 0, 
1994, 104.785, 1.54581, 4.62408, 337.753, 362.198, 9.3, 0, 446.66, 2.34901, -3.53807, 81.8864, 9.81354, 24, 0, 0, 1.88414, 1.7746, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 49.3293, 9.48566, 1.3913, 0.000230596, 8.15349, 0.031745, 0.416512, 0, 0, 0.000106593, 0.441921, 6.25496, 0.0040075, 0.218325, 5.95933E-10, 0.746435, 21.5062, 0.323876, 0.739145, 0, 0, 0.0422712, 0.0522854, 7585.54, 200.51, 24.9234, 2348.79, 216.455, 36.4846, 2.66113, 8.02745, 1.86458, 0, 0, 0, 0, 
1994, 105.438, 1.55262, 4.6176, 343.379, 367.745, 10.45, 0, 481.559, 2.43747, -3.3722, 82.6243, 7.79234, 24, 0, 0, 2.03212, 1.80157, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 49.3754, 7.92963, 1.44902, 3.50602E-09, 8.14854, 0.0337936, 0.436101, 0, 0, 0.000107166, 0.464238, 6.50419, -0.120479, 0.231621, 2.11656E-15, 0.832121, 21.6486, -0.0168099, 0.756827, 0, 0, 0.0434312, 0.0543698, 7585.41, 200.392, 24.6733, 2348.54, 216.455, 36.4928, 2.66636, 8.02937, 1.86458, 0, 0, 0, 0, 
1994, 115.596, 128.286, 9.00414, 309.742, 376.357, 10.25, 0, 631.072, 3.72292, -9.38294, 177.266, 56.7652, 24, 0, 0, 2.30757, 1.82771, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 111.565, 46.1833, 2.21658, 3.33643E-14, 14.0107, 0.0355451, 0.456493, 0, 0, 0.000107771, 0.487607, 14.4124, 3.5438, 0.375424, 0, 1.38177, 39.2945, 7.03803, 1.13091, 0, 0, 0.0445067, 0.0575922, 7585.27, 200.269, 24.4101, 2348.27, 216.454, 36.5012, 2.67156, 8.03128, 1.86458, 0, 0, 0, 0, 
1994, 117.476, 125.386, 8.91607, 333.168, 395.282, 15.1, 0, 1042.52, 4.98206, -7.7753, 180.748, 26.6577, 24, 0, 0, 3.09626, 1.85301, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 109.475, 30.9345, 2.64987, 0, 13.1092, 0.0425347, 0.47771, 0, 0, 0.000108408, 0.51207, 14.5413, -0.0397078, 0.508174, 0, 1.57736, 47.5439, -4.23715, 1.82401, 0, 0, 0.0461056, 0.0600741, 7585.11, 200.125, 24.0736, 2347.87, 216.453, 36.5108, 2.67673, 8.03319, 1.86458, 0, 0, 0, 0, 
1994, 130.082, 77.2891, 7.89053, 354.977, 406.554, 17.75, 0, 1165.03, 5.01487, -6.44737, 155.794, 6.70517, 24, 0, 0, 3.39935, 1.87746, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 92.3847, 19.7161, 2.56009, 0, 12.3997, 0.0487823, 0.499772, 0, 0, 0.00010908, 0.537672, 12.7624, -1.65825, 0.508155, 0, 1.55766, 43.9521, -11.3526, 1.94662, 0, 0, 0.0484745, 0.0701925, 7584.92, 199.955, 23.6538, 2347.33, 216.451, 36.5216, 2.68186, 8.0351, 1.86458, 0, 0, 0, 0, 
1994, 76.2082, 0, 3.19472, 357.011, 374.721, 11.95, 4, 281.39, 2.18424, -0.0900859, 58.4984, -4.73629, 24, 0, 0, 2.27448, 1.90104, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 37.1461, -1.83538, 0.850489, 0.512918, 5.91019, 0.0450944, 0.522699, 0, 0, 0.000109788, 0.564459, 5.92219, -1.59174, 0.161778, 0.101028, 0.875105, 14.6484, -1.30917, 0.558024, 0, 0, 0.0499887, 0.081329, 7584.73, 199.79, 23.2657, 2346.83, 216.45, 36.5323, 2.68698, 8.03701, 1.86458, 0, 0, 0, 0, 
1994, 133.796, 39.5147, 6.75709, 328.552, 367.859, 10.3, 1, 422.581, 4.13662, -6.61141, 134.003, 10.3295, 24, 0, 0, 2.12618, 1.92376, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 83.2176, 12.0143, 1.74635, 0.743351, 11.8739, 0.0437048, 0.546508, 0, 0, 0.000110533, 0.592477, 13.1738, -1.18737, 0.372038, 0.130241, 1.25132, 32.2367, -0.497428, 1.14464, 0, 0, 0.0503126, 0.0780692, 7584.56, 199.635, 22.9223, 2346.38, 216.448, 36.5427, 2.69207, 8.03892, 1.86458, 0, 0, 0, 0, 
1994, 132.659, 27.3065, 6.28037, 353.26, 390.832, 14.8, 0, 618.531, 3.55599, -5.39588, 122.394, 12.9376, 24, 0, 0, 2.79598, 1.94561, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 72.6206, 13.7541, 2.06828, 3.49047E-08, 10.9651, 0.0489202, 0.571218, 0, 0, 0.000111318, 0.621773, 12.0272, -0.506296, 0.440426, 4.40652E-09, 1.5539, 29.5181, -0.310247, 1.04729, 0, 0, 0.0512843, 0.0733899, 7584.37, 199.469, 22.5503, 2345.87, 216.447, 36.5536, 2.69713, 8.04083, 1.86458, 0, 0, 0, 0, 
1994, 119.177, 134.218, 8.82268, 335.254, 403.889, 15.75, 0, 654.316, 3.95593, -8.73416, 184.759, 54.9819, 24, 0, 0, 3.23056, 1.96657, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 114.286, 44.0343, 2.31387, 0, 14.2343, 0.0533217, 0.596843, 0, 0, 0.000112142, 0.652397, 18.4645, 4.02565, 0.482482, 0, 2.22302, 39.854, 6.922, 1.15959, 0, 0, 0.0528531, 0.0781597, 7584.17, 199.29, 22.1487, 2345.3, 216.445, 36.5653, 2.70215, 8.04274, 1.86458, 0, 0, 0, 0, 
1994, 114.982, 150.283, 9.02566, 350.669, 421.984, 19.4, 0, 1114.44, 4.95992, -6.66515, 193.95, 41.7821, 24, 0, 0, 4.14973, 1.98664, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 116.328, 39.624, 2.65203, 0, 13.061, 0.0634051, 0.623398, 0, 0, 0.000113008, 0.684398, 19.7084, 2.22097, 0.608217, 0, 2.43094, 48.0218, -0.0628882, 1.69967, 0, 0, 0.0549086, 0.0834857, 7583.94, 199.087, 21.6802, 2344.59, 216.443, 36.5783, 2.70715, 8.04464, 1.86458, 0, 0, 0, 0, 
1994, 114.989, 152.788, 8.99731, 356.673, 429.407, 20.6, 0, 1375.73, 5.20608, -4.97949, 195.043, 36.9963, 24, 0, 0, 4.62684, 2.00581, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 116.41, 37.3893, 2.68382, 0, 12.0978, 0.0718136, 0.650896, 0, 0, 0.000113918, 0.717826, 20.3633, 1.92594, 0.634798, 0, 2.4933, 50.9791, -2.31888, 1.88747, 0, 0, 0.0573742, 0.0940098, 7583.68, 198.861, 21.1553, 2343.76, 216.44, 36.5927, 2.71212, 8.04655, 1.86458, 0, 0, 0, 0, 
1994, 128.141, 112.436, 8.27366, 361.49, 425.4, 20.1, 0, 1101.24, 4.70547, -5.13894, 176.666, 32.7748, 24, 0, 0, 4.41195, 2.02408, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 106.222, 31.3887, 2.55564, 0, 12.2424, 0.0756477, 0.679345, 0, 0, 0.000114873, 0.752732, 19.5352, 1.71828, 0.61552, 0, 2.57083, 43.011, -0.332106, 1.53431, 0.0207012, -0.0183978, 0.0596031, 0.103469, 7583.41, 198.621, 20.6073, 2342.85, 216.436, 36.6081, 2.71706, 8.04845, 1.86458, 0, 0, 0, 0, 
1994, 118.791, 146.209, 8.75573, 354.804, 427.354, 19.9, 0, 1124.25, 4.54207, -5.16335, 192.449, 52.0859, 24, 0, -0.548629, 4.50885, 2.04145, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 115.542, 46.4743, 2.3659, 0, 12.3242, 0.0796073, 0.708753, 0, 0, 0.000115874, 0.789168, 21.7251, 3.81766, 0.607902, 0, 2.74277, 46.0904, 1.79397, 1.56827, 0.498545, -0.442691, 0.0613583, 0.106874, 7583.24, 198.471, 20.3512, 2342.45, 216.435, 36.6187, 2.72198, 8.05035, 1.86458, 0, 0, 0, 0, 
1994, 113.747, 165.36, 8.98287, 357.018, 435.365, 21, 0, 1578.28, 4.86168, -4.82477, 200.76, 54.8934, 24, 0, -0.601127, 4.86409, 2.05791, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 118.029, 50.5952, 2.38799, 0, 11.4303, 0.0856505, 0.739126, 0, 0, 0.000116924, 0.827184, 22.181, 4.37747, 0.630838, 0, 2.75719, 51.9677, -0.0792359, 1.84285, 0.539864, -0.470392, 0.0631133, 0.0673291, 7583.07, 198.323, 20.1073, 2342.06, 216.434, 36.6294, 2.72685, 8.05225, 1.86458, 0, 0, 0, 0, 
1994, 135.754, 90.078, 7.67368, 354.017, 409.763, 17.6, 1, 676.876, 4.40054, -7.91447, 170.085, 34.0608, 24, 0, -0.640863, 3.60744, 2.07345, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 103.732, 29.3918, 2.02067, 0.511927, 13.2538, 0.0800599, 0.770465, 0, 0, 0.000118024, 0.866835, 21.5809, 1.97585, 0.556254, 0.11661, 2.77513, 36.6214, 2.69311, 1.19507, 0.583408, -0.503781, 0.0642819, 0.0659602, 7582.91, 198.188, 19.9101, 2341.75, 216.434, 36.6394, 2.73166, 8.05415, 1.86458, 0, 0, 0, 0, 
1994, 123, 4.62186, 4.79119, 359.218, 388.241, 14.1, 0, 482.843, 2.5868, -4.15899, 98.5988, 19.5207, 24, 0, -0.655979, 2.74726, 2.08809, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 59.6197, 14.6615, 1.57731, 0, 9.279, 0.072909, 0.802768, 0, 0, 0.000119175, 0.90817, 13.4641, 1.42128, 0.422543, 6.11753E-10, 2.0197, 20.1753, 3.43796, 0.586948, 0.613939, -0.530415, 0.064241, 0.0595285, 7582.78, 198.071, 19.7684, 2341.53, 216.434, 36.6484, 2.7364, 8.05605, 1.86458, 0, 0, 0, 0, 
1994, 141.547, 59.2728, 6.89203, 337.648, 388.211, 13.05, 0, 578.413, 3.06807, -8.71473, 150.256, 51.9679, 24, 0, -0.721943, 2.7217, 2.10181, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 92.4782, 38.3508, 1.86428, 0, 12.9065, 0.0696057, 0.83603, 0, 0, 0.00012038, 0.951244, 19.8437, 5.28182, 0.498584, 3.63613E-14, 2.77762, 28.4202, 8.33523, 0.705208, 0.637584, -0.55328, 0.0637052, 0.0516785, 7582.66, 197.968, 19.6693, 2341.4, 216.434, 36.6568, 2.74106, 8.05794, 1.86458, 0, 0, 0, 0, 
1994, 109.588, 188.759, 8.98402, 325.822, 407.588, 15.15, 0, 786.253, 3.66144, -10.4184, 216.581, 93.5313, 24, 0, -0.80398, 3.4256, 2.11462, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 132.274, 70.4687, 2.07897, 0, 14.3219, 0.0734602, 0.870242, 0, 0, 0.00012164, 0.996108, 27.5951, 9.75869, 0.613623, 1.66038E-18, 3.67723, 40.7864, 13.3039, 0.96885, 0.665636, -0.583377, 0.0639437, 0.0456992, 7582.55, 197.871, 19.5899, 2341.29, 216.434, 36.6648, 2.74564, 8.05984, 1.86458, 0, 0, 0, 0, 
1994, 62.6022, 0, 2.29466, 368.924, 383.34, 14.25, 11.5, 267.191, 2.61095, 0.647831, 48.1862, -27.9994, 24, 0, -0.700599, 2.67133, 2.12651, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 28.1727, -17.5793, 0.599895, 0.97247, 4.79817, 0.0715945, 0.90539, 0, 0, 0.000122956, 1.04281, 7.64849, -4.01209, 0.114271, 0.284276, 1.35781, 11.8149, -6.40802, 0.640037, 0.694121, -0.618338, 0.0648224, 0.0428746, 7582.45, 197.782, 19.5366, 2341.24, 216.435, 36.6724, 2.75013, 8.06173, 1.86458, 0, 0, 0, 0, 
1994, 115.867, 27.9579, 4.91992, 344.783, 383.666, 13.25, 3, 361.269, 2.96028, -6.11096, 104.942, 13.8274, 24, 0, -0.619733, 2.55684, 2.13749, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 64.8545, 11.6257, 1.04053, 0.75462, 10.2797, 0.0703236, 0.941456, 0, 0, 0.000124332, 1.09141, 14.1199, 1.9132, 0.176586, 0.241391, 2.48289, 21.5983, 0.288509, 0.747153, 0.617263, -0.533462, 0.0654079, 0.0393966, 7582.33, 197.685, 19.4603, 2341.14, 216.435, 36.6804, 2.75454, 8.06362, 1.86458, 0, 0, 0, 0, 
1994, 139.399, 97.5827, 7.4409, 331.246, 392.589, 13.15, 0, 706.274, 3.50338, -10.6024, 175.638, 63.2768, 24, 0, -0.700403, 2.81242, 2.14756, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 107.872, 48.5153, 2.02755, 0.000741942, 13.9081, 0.0714671, 0.978417, 0, 0, 0.000125767, 1.14195, 23.6714, 7.19578, 0.537242, 0.0347412, 3.73247, 33.2704, 7.5657, 0.903109, 0.618726, -0.534905, 0.0659072, 0.0428474, 7582.22, 197.591, 19.3941, 2341.05, 216.436, 36.6883, 2.75885, 8.06552, 1.86458, 0, 0, 0, 0, 
1994, 116.117, 180.659, 8.53196, 324.301, 403.52, 14.45, 0, 734.694, 3.69329, -11.8478, 217.558, 93.2394, 24, 0, -0.770254, 3.18015, 2.15672, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 133.089, 69.3885, 2.11491, 0, 14.918, 0.0756408, 1.01624, 0, 0, 0.000127264, 1.19448, 29.7816, 10.904, 0.6456, 0.000158477, 4.35376, 39.4394, 12.9469, 0.932625, 0.64965, -0.56582, 0.0668658, 0.0414664, 7582.12, 197.5, 19.3403, 2340.99, 216.436, 36.696, 2.76307, 8.06741, 1.86458, 0, 0, 0, 0, 
1994, 82.5653, 5.82769E-05, 2.88794, 373.258, 388.626, 15.1, 2, 372.343, 2.97645, -1.13517, 67.197, -21.3955, 24, 0, -0.718175, 2.79621, 2.16498, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 38.5362, -11.6163, 0.976129, 0.740213, 6.19712, 0.078265, 1.0549, 0, 0, 0.000128824, 1.24905, 11.7812, -3.75649, 0.229779, 0.2988, 1.98651, 14.8046, -6.02266, 0.731529, 0.682125, -0.602669, 0.0682719, 0.0397544, 7582.02, 197.413, 19.2978, 2340.95, 216.437, 36.7035, 2.7672, 8.06929, 1.86458, 0, 0, 0, 0, 
1994, 122.109, 167.286, 8.18883, 321.693, 394.927, 13.4, 0, 736.785, 3.71567, -12.0355, 216.162, 96.4686, 24, 0, -0.873073, 2.88907, 2.17234, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 132.383, 71.3689, 2.06556, 2.18113E-06, 14.8061, 0.078299, 1.09436, 0, 0, 0.000130449, 1.3057, 35.0463, 11.41, 0.810936, 0.00548376, 4.37936, 37.4061, 13.6897, 0.833693, 0.692104, -0.615249, 0.0692361, 0.0381618, 7581.92, 197.33, 19.2659, 2340.92, 216.438, 36.7109, 2.77122, 8.07118, 1.86458, 0, 0, 0, 0, 
1994, 121.608, 131.323, 7.17398, 353.027, 413.801, 17.8, 9.5, 588.317, 3.74832, -8.7257, 192.156, 67.7988, 24, 0, -0.87963, 3.65944, 2.1788, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 112.743, 47.0306, 1.3997, 0.769243, 12.3542, 0.0912464, 1.13456, 0, 0, 0.00013214, 1.3057, 33.3179, 8.27519, 0.675778, 0.174599, 4.31764, 33.1688, 12.4929, 0.729002, 0.722515, -0.657069, 0.0708008, 0.0367554, 7581.83, 197.245, 19.2305, 2340.89, 216.438, 36.7183, 2.77515, 8.07307, 1.86458, 0, 0, 0, 0, 
1994, 137.574, 121.764, 7.55716, 344.628, 406.858, 16.6, 0.5, 875.783, 4.90257, -11.6297, 197.108, 47.5911, 24, 0, -0.842772, 3.43154, 2.18437, 0.141275, 0.299865, 0.635031, 61, 27.436, 14.6315, 15.4923, 12.3652, 3.12714, 9.00197, 1.95807, 2.17316, 117.785, 41.5821, 2.02906, 0.581209, 13.7909, 0.0908263, 0, 0, 0, 0.000133818, 1.36665, 33.5901, 4.04248, 0.713541, 0.321149, 4.44712, 37.6861, 1.96658, 1.25761, 0.682482, -0.603208, 0.0424628, 0.0375657, 7581.72, 197.151, 19.1684, 2340.8, 216.439, 36.7262, 2.77904, 8.07495, 1.86458, 0, 0, 0, 0, 
